Facility Code,Facility UID,State Unique ID,Registration No,Alternate Name,Start Date,Ownership,Ownership Type,Facility Level,Facility Level Option,Days of Operation,Hours of Operation,State,LGA,Ward,Physical Location,Postal Address,Longitude,Latitude,Phone Number,Alternate Number,Email Address,Website,Operational Status,Registration Status,License Status,Out Patient Services,In Patient Services,Medical Services,Surgical Services,Obsterics and Gynecology Services,Pediatrics Services,Dental Services,Specific Clinical Services,Total number of Beds,Onsite Laboratory,Onsite Imaging,Onsite Pharmacy,Mortuary Services,Ambulance Services,Number of Doctors,Number of Pharmacists,Number Pharmacy Technicians,Number of Dentists,Number of Dental Technicians,Number of Nurses,Number of Midwifes,Number of Nurses/Midwifes,Number of Lab Technicians,Number of Lab Scientits,Health Records/HIM Officers,Number of Community Health Officer,Number of Community Health Extension Worker,Number of Junior Com Health Extension Worker,Number of Environmental Health Officers,Number of Health Attendant/Assistant:
04/01/1/1/1/0029,45140059,45140059,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Isuofia,Close to the Isuofia Town Hall After St Patrick Cath Church,,7.05589,6.33146,0806-400-8987,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,Yes,,No,,,,,,,,,,,,1,,,,
04/19/1/1/1/0050,17141568,17141568,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Isuofia,Inside Town Hall Near Community Sec  School,,7.05589,6.03313,0813-675-5677,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,,,Yes,,No,,,,,,,,,,,,,1,,,
04/01/1/2/2/0008,58531308,58531308,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Mkpologwu,,,7.082620,5.955189,0703-696-4800,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",18,Yes,,Yes,,No,2,,,,,,,1,1,1,,,2,,,8
04/01/1/2/2/0080,15400072,15400072,,,2019-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Mkpologwu,,,7.10112,5.96968,0802-706-1453,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,Yes,No,Yes,No,No,2,,1,2,,1,,,,2,1,,1,2,,7
04/01/1/1/1/0023,16760658,16760658,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Mkpologwu,opposite library in isiorji viilage nkpologwu,,7.09431,5.97741,0901-975-8052,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",9,,,Yes,,No,,,,,,,1,,,,,,,,,2
04/01/1/2/2/0078,12997602,12997602,,,2019-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Ora-Eri,,,7.0156437,6.03504502,0816-408-7370,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",11,No,No,Yes,No,No,2,,,2,,1,1,,,,,,2,,,5
04/19/1/1/1/0047,87445637,87445637,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Ora-Eri,NEAR COMMUNITY SECONDARY SCHOOL ORAERI,,7.01158,6.03643,0811-506-9247,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,,,Yes,,No,,,,,,,,1,,,,,1,,,2
04/01/1/2/2/0067,77728525,77728525,,,2019-01-11,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,,,7.080345,5.956176,0703-153-9440,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",20,Yes,No,Yes,No,No,1,,1,,,,,1,1,,,,,,,15
04/19/1/1/1/0044,33768208,33768208,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,umudim awarasi uga,,7.07574,5.94736,0703-427-2128,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Health Education and Community Mobilization, Maternal and newborn care",11,,,Yes,,No,,,,,,,,,,,,,1,,,1
04/01/1/1/2/0006,80372370,80372370,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,NEAR NKWO UGA MARKET,,7.082740,5.94648,08037245583,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",32,,,,,No,3,,3,3,,12,10,2,4,,,,,,3,8
04/01/1/2/2/0052,18681500,18681500,,,2017-07-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,,,7.08935,5.95408,0703-929-3695,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Hepatitis, Health Education and Community Mobilization",4,No,No,Yes,No,No,1,,,1,,,,,,,,,,1,,4
04/01/1/1/2/0026,51530254,51530254,,OLUJEKWE HOSPITAL,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,,,7.085784,5.954699,08034133084,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",15,Yes,,Yes,,No,1,,1,1,,5,,,1,,,,,,,8
04/01/1/1/1/0086,61021756,61021756,,,2019-01-04,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,NEAR NKWO UGA MARKET UGA,,7.08222,5.93335,0807-757-6470,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",2,No,No,Yes,No,No,,,,,,,1,,,,,,,1,,
04/01/1/2/2/0059,35630283,35630283,,,2012-01-11,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,,,7.080116,5.953675,0706-491-1525,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",17,Yes,No,Yes,No,No,1,,1,1,,,,,1,,,,,,,17
04/01/1/1/2/0039,45294642,45294642,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga 11,,,7.08147,5.96617,0814-038-4954,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",9,Yes,,Yes,,No,1,,,,,1,1,1,2,,1,,,1,,1
04/16/1/1/1/0006,57437818,57437818,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga I,NEAR OYE UGA ROUND ABOUT,,7.080154,5.952540,0806-054-8694,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",12,Yes,,Yes,,No,1,,,,,,,,1,,,,1,,,3
04/01/1/2/2/0083,34721892,34721892,,,2016-12-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga I,,,7.08147,5.99617,0814-038-4954,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,9,No,No,Yes,No,No,1,,,1,,1,1,2,2,,1,,,1,,1
04/01/1/2/2/0068,24654799,24654799,,,2013-01-08,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Uga I,,,7.082604,5.955163,0702-926-5172,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,Yes,No,Yes,No,No,,1,1,,,,,2,1,,,,,,,5
04/01/1/2/2/0002,50810718,50810718,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,UMUOSTE VILLAGE UMUCHU,,7.12585326,5.93558398,0703-881-3451,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",3,,,Yes,,No,1,,,,,1,1,1,,,1,,,,,
04/01/1/1/1/0011,19204570,19204570,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,near Ezenwobodo,,7.12835,5.95104,0803-673-8925,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,Yes,,No,,,,,,,,,,,,1,1,,,
04/01/1/1/2/0001,30190869,30190869,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,,,7.14469,5.93595,0803-830-4243,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",50,Yes,,Yes,Yes,Yes,2,,2,,,2,4,,,1,2,,2,,,5
04/01/1/1/2/0031,82195337,82195337,,,2019-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,,,7.10246,5.93554,0703-257-5782,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",11,,,Yes,,No,1,,,,,,,,,,,,,,,4
04/19/1/1/1/0049,34018574,34018574,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,OZALLA AKUKWA UMUCHU,,7.11373,5.93569,0810-251-9846,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",3,,,Yes,,No,,,,,,,,1,,,,,1,1,,1
04/01/1/2/1/0003,48375771,48375771,,,2000-01-01,Public,State Government,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuchu 1,,,7.12736,5.93883,0813-839-7687,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",15,Yes,,Yes,Yes,Yes,1,,,1,,1,,2,,1,1,,,,,8
04/01/1/2/2/0076,65680679,65680679,,,2019-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24Hours,Anambra,Aguata,Umuona,,,7.03944,6.04351,0813-283-4458,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",18,Yes,No,Yes,No,No,1,,,1,,1,,1,1,,,,2,,,6
04/02/1/1/1/0040,59599433,59599433,,,2022-03-22,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Anambra East,Aguleri I,,Igboezunu Aguleri,6.90004,6.28109,0708-001-3077,,,,Operational,Not Applicable,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",3,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
04/02/1/1/1/0039,83284172,83284172,,,2000-01-01,Public,State Government,Primary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday",12 hrs,Anambra,Anambra East,Nsugbe 2,Inside Nwafor Orizu College of Education Nsugbe,,,,,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization",4,No,No,No,No,No,1,,1,1,,,1,,,,1,,2,,,
04/02/1/2/2/0038,33527840,33527840,,,2019-01-09,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Anambra East,Otuocha 2,Opposite Nebo Bus Stop Otuocha,,6.84943,6.33858,0806-865-3581,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning",10,No,Yes,Yes,No,No,2,,1,0,0,,1,,2,,,2,,2,,
04/02/1/2/2/0002,68041477,68041477,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Anambra East,Otuocha 2,,,6.84611,6.33913,0814-910-0726,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",12,,,,,No,1,,1,1,,1,1,1,1,,1,2,2,1,,4
04/04/1/1/1/0031,64415828,64415828,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha, Ichida 1,"opposite St Augustine Cath Church,Ubulu",,6.98787,6.03057,0813-789-7614,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,Yes,,Yes,,No,,,,,,,,,,,,1,1,,,
04/04/1/1/1/0001,57704856,57704856,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Ani 1,Near St Mary Cath church Adazi ani,,6.99712,6.09115,0803-794-0542,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Health Education and Community Mobilization",7,Yes,,Yes,,No,,,,,,,,,,,,,1,,,
04/04/1/1/2/0007,78026574,78026574,,,2000-01-01,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Ani 1,Nkpuota junction Oraukwu,,6.99210318,6.09111975,0803-506-3638,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",10,Yes,,Yes,,No,2,,,,,,,,,,,,,,,2
04/04/1/1/1/0033,76787725,76787725,,,2000-01-01,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Ani 11,near Adazi ani town ha,,6.98715,6.07847,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",15,Yes,Yes,Yes,No,No,2,,2,,,,,3,,1,,,,,,
04/04/1/1/1/0003,72729790,72729790,,,1977-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Enu 1,umuabu -Adazienu near Emmanuel  Ang church,,6.99595,6.0634,070-367-8556,,nnennachioma1977@gmail.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization",6,,,Yes,,No,,,,,,,,1,,,,,1,,,2
04/04/1/1/1/0048,54231679,54231679,,,2019-08-09,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",12HRS,Anambra,Anaocha,Adazi Enu 1,ENUGWU ADAZI TOWN HALL,,7.06082,6.06153,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Health Education and Community Mobilization, Maternal and newborn care",2,No,No,No,No,No,,,,,,,,,,,,,1,,,
04/04/1/1/1/0033,70915221,70915221,,,2000-01-01,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Enu 2,At Akwankwo Hall,,7.00218,6.07131,0802-527-5847,,,,Operational,Unknown,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",4,Yes,No,Yes,No,No,,,,,,,,,,,,,2,,,
04/04/1/1/2/0019,57026115,57026115,,,2018-04-12,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Enu 2,opp st dominic cath church,,6.98169,6.07318,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization",6,Yes,,,,No,1,,,,,,,,,,,,,,,1
04/04/1/1/2/0001,36769485,36769485,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Anambra,Anaocha,Adazi Nnukwu 1,ADAZI NNUKWU -NNEWI ROAD,,7.03035,6.10225,,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Child Survival, Accidents and Emergency, Health Education and Community Mobilization, Maternal and newborn care, Scanning",124,Yes,Yes,Yes,Yes,Yes,10,2,8,,,,,24,,1,,,10,,,
04/04/1/1/1/0004,45663875,45663875,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hrs,Anambra,Anaocha,Adazi Nnukwu 1,umudiana Adazi nnukwu.,,7.01692,6.10604,0703-139-6049,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,,,Yes,,No,,,,,,,,1,,,,,1,,,1
04/04/1/1/1/0002,69178420,69178420,,,2017-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",9hrs,Anambra,Anaocha,Adazi Nnukwu 1,Near St Andrew Cath church Adazi nnukwu,,7.01582,6.10102,,,,,Operational,Registered,Licensed,Yes,,,,,,,"Immunization, Family Planning, Health Education and Community Mobilization",2,Yes,,Yes,,No,,,,,,,,,,,,1,1,,,
04/04/1/2/2/0036,78832149,78832149,,,2018-06-07,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Nnukwu 1,afor adazinnukwu,,7.01678,6.10688,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",6,No,No,No,No,No,1,,,,,,,1,,,,,,,,2
04/04/1/1/2/0024,76717633,76717633,,Nwunye Okochi,2000-01-01,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Anaocha,Adazi Nnukwu 1,Adazi nnukwu,,7.00381,6.07881,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Health Education and Community Mobilization, Maternal and newborn care",8,Yes,,Yes,,No,,,,,,,,1,,,,,,,,3
04/04/1/2/2/0034,19183830,19183830,,,2019-03-10,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Anambra,Anaocha,Adazi Nnukwu 1,Along Agulu -adazinnukwu road[adjacent to OPA GAS PLANT,,7.03052,6.10432,0803-540-7019,,,,Operational,Pending Registration,Licensed,Yes,Yes,,,,,,,11,Yes,No,Yes,No,No,1,,,1,,,3,,1,,,,,,,2
